Method,N,Replication,Seed / scramble,Ticker,Metric,Estimate,Analytic,Runtime seconds,Error,Relative error
MC,1024,5,21260733,NDX Index,gamma,4.117389460529561e-05,5.2107169399970926e-05,0.0031023999908939004,-1.0933274794675315e-05,-0.20982285011016957
MC,1024,5,21260733,RTY Index,price,321.64889484939147,292.88192219894063,0.0031023999908939004,28.76697265045084,0.0982203764386346
MC,1024,5,21260733,RTY Index,delta,0.6191236851734185,0.5854387475048874,0.0031023999908939004,0.03368493766853109,0.05753793682446664
MC,1024,5,21260733,RTY Index,vega,1261.1422569959411,1128.2462808147527,0.0031023999908939004,132.89597618118842,0.11778986418215251
MC,1024,5,21260733,RTY Index,gamma,0.0005120639446400018,0.0005906533709811822,0.0031023999908939004,-7.858942634118035e-05,-0.13305507121821566
MC,1024,6,21260734,SPX Index,price,718.9012599416967,644.2866661564472,0.003821199992671609,74.61459378524955,0.11580961969983011
MC,1024,6,21260734,SPX Index,delta,0.6497852747670185,0.5951256241492728,0.003821199992671609,0.05465965061774569,0.0918455673890386
MC,1024,6,21260734,SPX Index,vega,3195.266407684194,2829.6360448038345,0.003821199992671609,365.63036288035937,0.1292146258709773
MC,1024,6,21260734,SPX Index,gamma,0.0002855919514751811,0.0002810396349131103,0.003821199992671609,4.552316562070834e-06,0.016198130073284096
MC,1024,6,21260734,NDX Index,price,3700.739730540109,3367.4914742178444,0.003821199992671609,333.24825632226475,0.09896038605403364
MC,1024,6,21260734,NDX Index,delta,0.651718108332169,0.6016489211760171,0.003821199992671609,0.05006918715615194,0.08321994005787274
MC,1024,6,21260734,NDX Index,vega,11854.980191856905,10732.284898910899,0.003821199992671609,1122.6952929460058,0.10460915858280427
MC,1024,6,21260734,NDX Index,gamma,4.613057846152226e-05,5.2107169399970926e-05,0.003821199992671609,-5.976590938448665e-06,-0.11469805416933664
MC,1024,6,21260734,RTY Index,price,328.18375855141414,292.88192219894063,0.003821199992671609,35.301836352473515,0.12053265728191538
MC,1024,6,21260734,RTY Index,delta,0.6357475782037606,0.5854387475048874,0.003821199992671609,0.05030883069887315,0.0859335513976262
MC,1024,6,21260734,RTY Index,vega,1288.5562337924025,1128.2462808147527,0.003821199992671609,160.3099529776498,0.14208773004940325
MC,1024,6,21260734,RTY Index,gamma,0.0005019552364723619,0.0005906533709811822,0.003821199992671609,-8.869813450882032e-05,-0.15016952220466745
MC,1024,7,21260735,SPX Index,price,687.827309018272,644.2866661564472,0.0034918999881483614,43.540642861824836,0.06757961191649463
MC,1024,7,21260735,SPX Index,delta,0.6267446243793775,0.5951256241492728,0.0034918999881483614,0.031619000230104666,0.05312995936833297
MC,1024,7,21260735,SPX Index,vega,3048.6261830767235,2829.6360448038345,0.0034918999881483614,218.990138272889,0.07739162733491069
MC,1024,7,21260735,SPX Index,gamma,0.00030995326492422196,0.0002810396349131103,0.0034918999881483614,2.891363001111168e-05,0.10288096915600882
