estimator,replication,asset,asset_index,active_asset,bump,bump_label,greek,estimate_reported
AC-raw-MC,11,asset_1,1,False,0.0025,0.25% spot,Delta,1.6109626598433096
AC-raw-MC,11,asset_1,1,False,0.0025,0.25% spot,Gamma,-4.29590042624875
AC-raw-MC,11,asset_1,1,False,0.005,0.50% spot,Delta,2.0747246376769937
AC-raw-MC,11,asset_1,1,False,0.005,0.50% spot,Gamma,-5.955680136390414
AC-raw-MC,11,asset_1,1,False,0.01,1.00% spot,Delta,4.332513213972529
AC-raw-MC,11,asset_1,1,False,0.01,1.00% spot,Gamma,-8.079221824365668
AC-raw-MC,11,asset_2,2,False,0.001,0.10% spot,Delta,8.054813299216512
AC-raw-MC,11,asset_2,2,False,0.001,0.10% spot,Gamma,19.5268201193123
AC-raw-MC,11,asset_2,2,False,0.0025,0.25% spot,Delta,7.566642796233694
AC-raw-MC,11,asset_2,2,False,0.0025,0.25% spot,Gamma,-5.8580460357940165
AC-raw-MC,11,asset_2,2,False,0.005,0.50% spot,Delta,7.615459846531986
AC-raw-MC,11,asset_2,2,False,0.005,0.50% spot,Gamma,-3.124291219090068
AC-raw-MC,11,asset_2,2,False,0.01,1.00% spot,Delta,7.39578312018972
AC-raw-MC,11,asset_2,2,False,0.01,1.00% spot,Gamma,-4.930522080126483
AC-raw-MC,11,asset_3,3,True,0.001,0.10% spot,Delta,14.889200340975997
AC-raw-MC,11,asset_3,3,True,0.001,0.10% spot,Gamma,9.763410059655797
AC-raw-MC,11,asset_3,3,True,0.0025,0.25% spot,Delta,14.547480988888024
AC-raw-MC,11,asset_3,3,True,0.0025,0.25% spot,Gamma,-8.591800852497725
AC-raw-MC,11,asset_3,3,True,0.005,0.50% spot,Delta,14.156944586501764
AC-raw-MC,11,asset_3,3,True,0.005,0.50% spot,Gamma,-3.9053640238626026
AC-raw-MC,11,asset_3,3,True,0.01,1.00% spot,Delta,12.63141176468046
AC-raw-MC,11,asset_3,3,True,0.01,1.00% spot,Gamma,-4.417943051994531
AC-raw-MC,12,asset_1,1,False,0.001,0.10% spot,Delta,0.9763410059656151
AC-raw-MC,12,asset_1,1,False,0.001,0.10% spot,Gamma,-7.105427357601002e-13
AC-raw-MC,12,asset_1,1,False,0.0025,0.25% spot,Delta,1.7085967604398604
AC-raw-MC,12,asset_1,1,False,0.0025,0.25% spot,Gamma,-5.076973231021611
AC-raw-MC,12,asset_1,1,False,0.005,0.50% spot,Delta,2.416443989764957
AC-raw-MC,12,asset_1,1,False,0.005,0.50% spot,Gamma,-7.3225575447423825
AC-raw-MC,12,asset_1,1,False,0.01,1.00% spot,Delta,4.1982663256522486
AC-raw-MC,12,asset_1,1,False,0.01,1.00% spot,Gamma,-7.713093947128571
AC-raw-MC,12,asset_2,2,False,0.001,0.10% spot,Delta,8.66502642794508
AC-raw-MC,12,asset_2,2,False,0.001,0.10% spot,Gamma,21.967672634225718
AC-raw-MC,12,asset_2,2,False,0.0025,0.25% spot,Delta,8.59180085249764
