scenario,method,replication,asset,asset_index,bump,bump_label,active_asset,runtime_seconds,pricing_seed,bridge_bank_seed,greek,estimate_raw,estimate_reported,reported_unit
near-autocall,M3,0,asset_1,1,0.0025,0.25% spot,False,0.5708663000259548,298356628,2187836212,Delta,18.97253954752668,0.19048429705716785,PV per 1% relative spot move
near-autocall,M3,0,asset_1,1,0.0025,0.25% spot,False,0.5708663000259548,298356628,2187836212,Gamma,8947.916336260208,0.901964283361167,PV per squared 1% relative spot move
near-autocall,M3,0,asset_1,1,0.005,0.50% spot,False,0.5716148000210524,298356628,2187836212,Delta,15.635194863468465,0.1569773564292234,PV per 1% relative spot move
near-autocall,M3,0,asset_1,1,0.005,0.50% spot,False,0.5716148000210524,298356628,2187836212,Gamma,559.2926789097954,0.056377596902393634,PV per squared 1% relative spot move
near-autocall,M3,0,asset_1,1,0.01,1.00% spot,False,0.5862943000392988,298356628,2187836212,Delta,19.88081124690295,0.19960334491890563,PV per 1% relative spot move
near-autocall,M3,0,asset_1,1,0.01,1.00% spot,False,0.5862943000392988,298356628,2187836212,Gamma,-2154.465434398047,-0.21717356293201817,PV per squared 1% relative spot move
near-autocall,M3,0,asset_2,2,0.001,0.10% spot,False,0.6108158000279218,298356628,2187836212,Delta,12.408282857505755,0.1242069114036326,PV per 1% relative spot move
near-autocall,M3,0,asset_2,2,0.001,0.10% spot,False,0.6108158000279218,298356628,2187836212,Gamma,32570.44133662539,3.263561478973997,PV per squared 1% relative spot move
near-autocall,M3,0,asset_2,2,0.0025,0.25% spot,False,0.5886901000631042,298356628,2187836212,Delta,45.87437798572883,0.45920252363714553,PV per 1% relative spot move
near-autocall,M3,0,asset_2,2,0.0025,0.25% spot,False,0.5886901000631042,298356628,2187836212,Gamma,14320.193114534326,1.4348847820956505,PV per squared 1% relative spot move
near-autocall,M3,0,asset_2,2,0.005,0.50% spot,False,0.5654089000308886,298356628,2187836212,Delta,42.847210095473045,0.42890057305568513,PV per 1% relative spot move
near-autocall,M3,0,asset_2,2,0.005,0.50% spot,False,0.5654089000308886,298356628,2187836212,Gamma,1381.9630124088453,0.1384728320396675,PV per squared 1% relative spot move
near-autocall,M3,0,asset_2,2,0.01,1.00% spot,False,0.579434700019192,298356628,2187836212,Delta,41.95235596430745,0.41994308320271756,PV per 1% relative spot move
near-autocall,M3,0,asset_2,2,0.01,1.00% spot,False,0.579434700019192,298356628,2187836212,Gamma,-2060.8678242066694,-0.20649916207229063,PV per squared 1% relative spot move
near-autocall,M3,0,asset_3,3,0.001,0.10% spot,True,0.5681298999697901,298356628,2187836212,Delta,55.26817976926704,0.5515764340972851,PV per 1% relative spot move
near-autocall,M3,0,asset_3,3,0.001,0.10% spot,True,0.5681298999697901,298356628,2187836212,Gamma,-9895.203393320706,-0.9855662160560996,PV per squared 1% relative spot move
near-autocall,M3,0,asset_3,3,0.0025,0.25% spot,True,0.5701609999523498,298356628,2187836212,Delta,123.64955801007773,1.2340225889405756,PV per 1% relative spot move
near-autocall,M3,0,asset_3,3,0.0025,0.25% spot,True,0.5701609999523498,298356628,2187836212,Gamma,44719.54354538225,4.4540844249374905,PV per squared 1% relative spot move
near-autocall,M3,0,asset_3,3,0.005,0.50% spot,True,0.5724920000066049,298356628,2187836212,Delta,93.20777379474896,0.9302135824715946,PV per 1% relative spot move
near-autocall,M3,0,asset_3,3,0.005,0.50% spot,True,0.5724920000066049,298356628,2187836212,Gamma,9910.95594153893,0.9871351761596542,PV per squared 1% relative spot move
near-autocall,M3,0,asset_3,3,0.01,1.00% spot,True,0.5923542000236921,298356628,2187836212,Delta,71.7128398817057,0.7156941420194229,PV per 1% relative spot move
near-autocall,M3,0,asset_3,3,0.01,1.00% spot,True,0.5923542000236921,298356628,2187836212,Gamma,-79.25833798494749,-0.007894162166635963,PV per squared 1% relative spot move
near-autocall,M3,0,parallel,0,0.001,0.10% parallel spot,False,0.5569790000445209,298356628,2187836212,Parallel Gamma,7748.07318789783,0.774807318789783,PV per squared 1% parallel relative spot move
near-autocall,M3,0,parallel,0,0.0025,0.25% parallel spot,False,0.554561700031627,298356628,2187836212,Parallel Gamma,91079.78030625645,9.107978030625645,PV per squared 1% parallel relative spot move
near-autocall,M3,0,parallel,0,0.005,0.50% parallel spot,False,0.5605134000070393,298356628,2187836212,Parallel Gamma,21313.709148736845,2.131370914873685,PV per squared 1% parallel relative spot move
near-autocall,M3,0,parallel,0,0.01,1.00% parallel spot,False,0.5641570999869145,298356628,2187836212,Parallel Gamma,4545.76926267805,0.454576926267805,PV per squared 1% parallel relative spot move
near-autocall,M3,0,asset_1,1,0.0025,0.25 vol points,False,0.6072085999767296,298356628,2187836212,Vega,-2.129445198440294,-0.02129445198440294,PV per 1 volatility point
near-autocall,M3,0,asset_1,1,0.005,0.50 vol points,False,0.6094416999840178,298356628,2187836212,Vega,-2.1705346030984174,-0.021705346030984174,PV per 1 volatility point
near-autocall,M3,0,asset_1,1,0.01,1.00 vol points,False,0.6160194000112824,298356628,2187836212,Vega,-2.20512770066037,-0.022051277006603698,PV per 1 volatility point
near-autocall,M3,0,asset_2,2,0.0025,0.25 vol points,False,0.6057480999734253,298356628,2187836212,Vega,-22.931479876137928,-0.22931479876137928,PV per 1 volatility point
near-autocall,M3,0,asset_2,2,0.005,0.50 vol points,False,0.6056740000494756,298356628,2187836212,Vega,-21.288189736706897,-0.21288189736706897,PV per 1 volatility point
near-autocall,M3,0,asset_2,2,0.01,1.00 vol points,False,0.6183739000116475,298356628,2187836212,Vega,-19.752641472584287,-0.19752641472584287,PV per 1 volatility point
near-autocall,M3,0,asset_3,3,0.0025,0.25 vol points,True,0.6179293000022881,298356628,2187836212,Vega,-12.638861463824469,-0.1263886146382447,PV per 1 volatility point
near-autocall,M3,0,asset_3,3,0.005,0.50 vol points,True,0.6166972999926656,298356628,2187836212,Vega,-18.30115718686045,-0.1830115718686045,PV per 1 volatility point
near-autocall,M3,0,asset_3,3,0.01,1.00 vol points,True,0.5866474999929778,298356628,2187836212,Vega,-16.992914344320553,-0.16992914344320553,PV per 1 volatility point
near-autocall,M3,0,parallel,0,0.0025,0.25 parallel vol points,False,0.6004684999934398,298356628,2187836212,Parallel Vega,-38.554223847486924,-0.38554223847486924,PV per 1 parallel volatility point
near-autocall,M3,0,parallel,0,0.005,0.50 parallel vol points,False,0.6005872000241652,298356628,2187836212,Parallel Vega,-41.87398153755595,-0.4187398153755595,PV per 1 parallel volatility point
near-autocall,M3,0,parallel,0,0.01,1.00 parallel vol points,False,0.600641299970448,298356628,2187836212,Parallel Vega,-38.977888153836915,-0.38977888153836915,PV per 1 parallel volatility point
near-autocall,M3,1,asset_1,1,0.001,0.10% spot,False,0.5910117999301292,85290377,2187836212,Delta,26.84976941057431,0.2695716848821661,PV per 1% relative spot move
near-autocall,M3,1,asset_1,1,0.001,0.10% spot,False,0.5910117999301292,85290377,2187836212,Gamma,-72434.4769523064,-7.301511171955609,PV per squared 1% relative spot move
near-autocall,M3,1,asset_1,1,0.0025,0.25% spot,False,0.5740156000247225,85290377,2187836212,Delta,42.927079707729526,0.4309878802656044,PV per 1% relative spot move
near-autocall,M3,1,asset_1,1,0.0025,0.25% spot,False,0.5740156000247225,85290377,2187836212,Gamma,-30616.084848228245,-3.0861503384371645,PV per squared 1% relative spot move
near-autocall,M3,1,asset_1,1,0.005,0.50% spot,False,0.5773274000384845,85290377,2187836212,Delta,44.423033086920924,0.4460072521926861,PV per 1% relative spot move
near-autocall,M3,1,asset_1,1,0.005,0.50% spot,False,0.5773274000384845,85290377,2187836212,Gamma,-16561.069010278978,-1.6693822539465375,PV per squared 1% relative spot move
near-autocall,M3,1,asset_1,1,0.01,1.00% spot,False,0.5820204000337981,85290377,2187836212,Delta,44.88652936608246,0.4506607548354679,PV per 1% relative spot move
near-autocall,M3,1,asset_1,1,0.01,1.00% spot,False,0.5820204000337981,85290377,2187836212,Gamma,-8463.788777963275,-0.8531634508807429,PV per squared 1% relative spot move
near-autocall,M3,1,asset_2,2,0.001,0.10% spot,False,0.5942819999763742,85290377,2187836212,Delta,129.17968822871848,1.2930886791694718,PV per 1% relative spot move
near-autocall,M3,1,asset_2,2,0.001,0.10% spot,False,0.5942819999763742,85290377,2187836212,Gamma,-272912.35699563957,-27.345845462198778,PV per squared 1% relative spot move
near-autocall,M3,1,asset_2,2,0.0025,0.25% spot,False,0.5900621999171562,85290377,2187836212,Delta,57.054141794824375,0.5711119593661919,PV per 1% relative spot move
near-autocall,M3,1,asset_2,2,0.0025,0.25% spot,False,0.5900621999171562,85290377,2187836212,Gamma,-44186.262156307144,-4.4274678866881905,PV per squared 1% relative spot move
near-autocall,M3,1,asset_2,2,0.005,0.50% spot,False,0.5684021000051871,85290377,2187836212,Delta,49.52308409456749,0.4957260717866205,PV per 1% relative spot move
near-autocall,M3,1,asset_2,2,0.005,0.50% spot,False,0.5684021000051871,85290377,2187836212,Gamma,-8898.544906529196,-0.891635089488716,PV per squared 1% relative spot move
near-autocall,M3,1,asset_2,2,0.01,1.00% spot,False,0.5953402999439277,85290377,2187836212,Delta,67.88354361577233,0.6795142715938809,PV per 1% relative spot move
near-autocall,M3,1,asset_2,2,0.01,1.00% spot,False,0.5953402999439277,85290377,2187836212,Gamma,-6159.136703335696,-0.6171461135879069,PV per squared 1% relative spot move
near-autocall,M3,1,asset_3,3,0.001,0.10% spot,True,0.5761268000351265,85290377,2187836212,Delta,173.7165263643281,1.7336909331159944,PV per 1% relative spot move
near-autocall,M3,1,asset_3,3,0.001,0.10% spot,True,0.5761268000351265,85290377,2187836212,Gamma,198422.04310879146,19.762914862452874,PV per squared 1% relative spot move
near-autocall,M3,1,asset_3,3,0.0025,0.25% spot,True,0.5647501000203192,85290377,2187836212,Delta,101.53435287513773,1.0133128416938746,PV per 1% relative spot move
near-autocall,M3,1,asset_3,3,0.0025,0.25% spot,True,0.5647501000203192,85290377,2187836212,Gamma,51602.58312501696,5.139637920284939,PV per squared 1% relative spot move
near-autocall,M3,1,asset_3,3,0.005,0.50% spot,True,0.5724404999637045,85290377,2187836212,Delta,165.47023734151628,1.6513929686683324,PV per 1% relative spot move
near-autocall,M3,1,asset_3,3,0.005,0.50% spot,True,0.5724404999637045,85290377,2187836212,Gamma,-18268.66211760722,-1.8195660543785261,PV per squared 1% relative spot move
near-autocall,M3,1,asset_3,3,0.01,1.00% spot,True,0.5765425999998115,85290377,2187836212,Delta,127.22553040614577,1.2697107934533347,PV per 1% relative spot move
near-autocall,M3,1,asset_3,3,0.01,1.00% spot,True,0.5765425999998115,85290377,2187836212,Gamma,-9831.147922550603,-0.9791862655452092,PV per squared 1% relative spot move
near-autocall,M3,1,parallel,0,0.001,0.10% parallel spot,False,0.5619945000507869,85290377,2187836212,Parallel Gamma,-149955.5058887836,-14.995550588878361,PV per squared 1% parallel relative spot move
near-autocall,M3,1,parallel,0,0.0025,0.25% parallel spot,False,0.5799698000191711,85290377,2187836212,Parallel Gamma,-6459.210860984967,-0.6459210860984967,PV per squared 1% parallel relative spot move
near-autocall,M3,1,parallel,0,0.005,0.50% parallel spot,False,0.5730646000592969,85290377,2187836212,Parallel Gamma,-21457.083544924557,-2.145708354492456,PV per squared 1% parallel relative spot move
near-autocall,M3,1,parallel,0,0.01,1.00% parallel spot,False,0.5555046999943443,85290377,2187836212,Parallel Gamma,-8077.51439849028,-0.807751439849028,PV per squared 1% parallel relative spot move
near-autocall,M3,1,asset_1,1,0.0025,0.25 vol points,False,0.5700503999833018,85290377,2187836212,Vega,-5.413432022257325,-0.05413432022257325,PV per 1 volatility point
near-autocall,M3,1,asset_1,1,0.005,0.50 vol points,False,0.5744292999734171,85290377,2187836212,Vega,-3.611844355364724,-0.03611844355364724,PV per 1 volatility point
near-autocall,M3,1,asset_1,1,0.01,1.00 vol points,False,0.5650299999397248,85290377,2187836212,Vega,-2.854660014083521,-0.02854660014083521,PV per 1 volatility point
near-autocall,M3,1,asset_2,2,0.0025,0.25 vol points,False,0.5774212999967858,85290377,2187836212,Vega,-19.647787269389028,-0.19647787269389028,PV per 1 volatility point
near-autocall,M3,1,asset_2,2,0.005,0.50 vol points,False,0.56231360003585,85290377,2187836212,Vega,-18.187746251975057,-0.18187746251975057,PV per 1 volatility point
near-autocall,M3,1,asset_2,2,0.01,1.00 vol points,False,0.5577250000205822,85290377,2187836212,Vega,-18.865419584849974,-0.18865419584849974,PV per 1 volatility point
near-autocall,M3,1,asset_3,3,0.0025,0.25 vol points,True,0.5593454000772908,85290377,2187836212,Vega,-23.33271053071826,-0.2333271053071826,PV per 1 volatility point
near-autocall,M3,1,asset_3,3,0.005,0.50 vol points,True,0.5505044999881648,85290377,2187836212,Vega,-21.297289013458,-0.21297289013457998,PV per 1 volatility point
near-autocall,M3,1,asset_3,3,0.01,1.00 vol points,True,0.5504730999819003,85290377,2187836212,Vega,-19.243369905308327,-0.19243369905308327,PV per 1 volatility point
near-autocall,M3,1,parallel,0,0.0025,0.25 parallel vol points,False,0.5551717999624088,85290377,2187836212,Parallel Vega,-49.103376945078026,-0.49103376945078026,PV per 1 parallel volatility point
near-autocall,M3,1,parallel,0,0.005,0.50 parallel vol points,False,0.5702652999898419,85290377,2187836212,Parallel Vega,-44.22934122966922,-0.44229341229669217,PV per 1 parallel volatility point
near-autocall,M3,1,parallel,0,0.01,1.00 parallel vol points,False,0.562874199997168,85290377,2187836212,Parallel Vega,-41.99021553513873,-0.4199021553513873,PV per 1 parallel volatility point
near-autocall,M3,2,asset_1,1,0.001,0.10% spot,False,0.5575245000654832,103616168,2187836212,Delta,-5.691336347002716,-0.05714101692390727,PV per 1% relative spot move
near-autocall,M3,2,asset_1,1,0.001,0.10% spot,False,0.5575245000654832,103616168,2187836212,Gamma,8706.729967286787,0.8776523114704559,PV per squared 1% relative spot move
near-autocall,M3,2,asset_1,1,0.0025,0.25% spot,False,0.5763396000256762,103616168,2187836212,Delta,3.8719182431589343,0.0388740591613157,PV per 1% relative spot move
near-autocall,M3,2,asset_1,1,0.0025,0.25% spot,False,0.5763396000256762,103616168,2187836212,Gamma,-7932.782477230511,-0.7996371661567991,PV per squared 1% relative spot move
near-autocall,M3,2,asset_1,1,0.005,0.50% spot,False,0.5905258000129834,103616168,2187836212,Delta,7.288790944461126,0.07317946108238971,PV per 1% relative spot move
near-autocall,M3,2,asset_1,1,0.005,0.50% spot,False,0.5905258000129834,103616168,2187836212,Gamma,-4129.1234787489,-0.41622225325545514,PV per squared 1% relative spot move
near-autocall,M3,2,asset_1,1,0.01,1.00% spot,False,0.6039124999660999,103616168,2187836212,Delta,33.03258044309044,0.33164710764862804,PV per 1% relative spot move
near-autocall,M3,2,asset_1,1,0.01,1.00% spot,False,0.6039124999660999,103616168,2187836212,Gamma,-6931.711308125369,-0.6987275905971303,PV per squared 1% relative spot move
near-autocall,M3,2,asset_2,2,0.001,0.10% spot,False,0.5705625000409782,103616168,2187836212,Delta,72.0430709165626,0.7211511398747915,PV per 1% relative spot move
near-autocall,M3,2,asset_2,2,0.001,0.10% spot,False,0.5705625000409782,103616168,2187836212,Gamma,-150032.80611574918,-15.033302176078674,PV per squared 1% relative spot move
near-autocall,M3,2,asset_2,2,0.0025,0.25% spot,False,0.5883145000552759,103616168,2187836212,Delta,85.32260539679812,0.8540792800219491,PV per 1% relative spot move
near-autocall,M3,2,asset_2,2,0.0025,0.25% spot,False,0.5883145000552759,103616168,2187836212,Gamma,-27662.270747747236,-2.771762295151347,PV per squared 1% relative spot move
near-autocall,M3,2,asset_2,2,0.005,0.50% spot,False,0.6222605999791995,103616168,2187836212,Delta,100.46288122065523,1.0056334410187588,PV per 1% relative spot move
near-autocall,M3,2,asset_2,2,0.005,0.50% spot,False,0.6222605999791995,103616168,2187836212,Gamma,-22232.985206576603,-2.2277473409974955,PV per squared 1% relative spot move
near-autocall,M3,2,asset_2,2,0.01,1.00% spot,False,0.5863952000509016,103616168,2187836212,Delta,63.67420621385125,0.637378804200651,PV per 1% relative spot move
near-autocall,M3,2,asset_2,2,0.01,1.00% spot,False,0.5863952000509016,103616168,2187836212,Gamma,-6175.83445127075,-0.6188192296007741,PV per squared 1% relative spot move
near-autocall,M3,2,asset_3,3,0.001,0.10% spot,True,0.5897083000745624,103616168,2187836212,Delta,137.59679015726775,1.3732159657695322,PV per 1% relative spot move
near-autocall,M3,2,asset_3,3,0.001,0.10% spot,True,0.5897083000745624,103616168,2187836212,Gamma,-86545.9304856712,-8.620009294745046,PV per squared 1% relative spot move
near-autocall,M3,2,asset_3,3,0.0025,0.25% spot,True,0.613576500036288,103616168,2187836212,Delta,99.58416754915366,0.9938499921405536,PV per 1% relative spot move
near-autocall,M3,2,asset_3,3,0.0025,0.25% spot,True,0.613576500036288,103616168,2187836212,Gamma,-17107.899953670174,-1.703953678545531,PV per squared 1% relative spot move
near-autocall,M3,2,asset_3,3,0.005,0.50% spot,True,0.6133152000256814,103616168,2187836212,Delta,144.43925253983815,1.4415037403475848,PV per 1% relative spot move
near-autocall,M3,2,asset_3,3,0.005,0.50% spot,True,0.6133152000256814,103616168,2187836212,Gamma,-24774.958234897647,-2.4675957501790995,PV per squared 1% relative spot move
near-autocall,M3,2,asset_3,3,0.01,1.00% spot,True,0.6361985999974422,103616168,2187836212,Delta,84.15057595639306,0.8398227480448027,PV per 1% relative spot move
near-autocall,M3,2,asset_3,3,0.01,1.00% spot,True,0.6361985999974422,103616168,2187836212,Gamma,-5606.369929467587,-0.5583966875229435,PV per squared 1% relative spot move
near-autocall,M3,2,parallel,0,0.001,0.10% parallel spot,False,0.6497785999672487,103616168,2187836212,Parallel Gamma,-163780.314079645,-16.3780314079645,PV per squared 1% parallel relative spot move
near-autocall,M3,2,parallel,0,0.0025,0.25% parallel spot,False,0.600591299997177,103616168,2187836212,Parallel Gamma,-48629.66344027654,-4.8629663440276545,PV per squared 1% parallel relative spot move
near-autocall,M3,2,parallel,0,0.005,0.50% parallel spot,False,0.5735195000306703,103616168,2187836212,Parallel Gamma,-34270.119847423644,-3.427011984742365,PV per squared 1% parallel relative spot move
near-autocall,M3,2,parallel,0,0.01,1.00% parallel spot,False,0.575984499999322,103616168,2187836212,Parallel Gamma,-5943.840239206111,-0.5943840239206111,PV per squared 1% parallel relative spot move
near-autocall,M3,2,asset_1,1,0.0025,0.25 vol points,False,0.5496043000021018,103616168,2187836212,Vega,-0.1412633511876038,-0.001412633511876038,PV per 1 volatility point
near-autocall,M3,2,asset_1,1,0.005,0.50 vol points,False,0.59432920004474,103616168,2187836212,Vega,-0.5789128386098241,-0.005789128386098241,PV per 1 volatility point
near-autocall,M3,2,asset_1,1,0.01,1.00 vol points,False,0.6144676999538206,103616168,2187836212,Vega,-0.8931694164211024,-0.008931694164211024,PV per 1 volatility point
near-autocall,M3,2,asset_2,2,0.0025,0.25 vol points,False,0.6095095000346191,103616168,2187836212,Vega,-26.733074573488125,-0.26733074573488125,PV per 1 volatility point
near-autocall,M3,2,asset_2,2,0.005,0.50 vol points,False,0.599991700029932,103616168,2187836212,Vega,-28.954773690600177,-0.2895477369060018,PV per 1 volatility point
near-autocall,M3,2,asset_2,2,0.01,1.00 vol points,False,0.5889888000092469,103616168,2187836212,Vega,-25.12059746245683,-0.2512059746245683,PV per 1 volatility point
near-autocall,M3,2,asset_3,3,0.0025,0.25 vol points,True,0.5999376999679953,103616168,2187836212,Vega,-15.804940344000329,-0.1580494034400033,PV per 1 volatility point
near-autocall,M3,2,asset_3,3,0.005,0.50 vol points,True,0.6465861000469886,103616168,2187836212,Vega,-16.236300493115152,-0.16236300493115152,PV per 1 volatility point
near-autocall,M3,2,asset_3,3,0.01,1.00 vol points,True,0.6066187999676913,103616168,2187836212,Vega,-12.196285332920809,-0.12196285332920809,PV per 1 volatility point
near-autocall,M3,2,parallel,0,0.0025,0.25 parallel vol points,False,0.6226819000439718,103616168,2187836212,Parallel Vega,-42.67854131267654,-0.42678541312676543,PV per 1 parallel volatility point
near-autocall,M3,2,parallel,0,0.005,0.50 parallel vol points,False,0.6300026000244543,103616168,2187836212,Parallel Vega,-45.8829350525761,-0.458829350525761,PV per 1 parallel volatility point
near-autocall,M3,2,parallel,0,0.01,1.00 parallel vol points,False,0.6343929999275133,103616168,2187836212,Parallel Vega,-38.493838798999036,-0.38493838798999036,PV per 1 parallel volatility point
near-autocall,M3,3,asset_1,1,0.001,0.10% spot,False,0.6058700999710709,1651948577,2187836212,Delta,-2.8254372744948473,-0.028367390235928266,PV per 1% relative spot move
near-autocall,M3,3,asset_1,1,0.001,0.10% spot,False,0.6058700999710709,1651948577,2187836212,Gamma,6315.880633340916,0.6366508732497776,PV per squared 1% relative spot move
near-autocall,M3,3,asset_1,1,0.0025,0.25% spot,False,0.6150678000412881,1651948577,2187836212,Delta,-0.10984062510044577,-0.0011027998760084756,PV per 1% relative spot move
near-autocall,M3,3,asset_1,1,0.0025,0.25% spot,False,0.6150678000412881,1651948577,2187836212,Gamma,3721.258775207727,0.37510883855497923,PV per squared 1% relative spot move
near-autocall,M3,3,asset_1,1,0.005,0.50% spot,False,0.5990471999975853,1651948577,2187836212,Delta,20.288220966107872,0.20369373849972303,PV per 1% relative spot move
near-autocall,M3,3,asset_1,1,0.005,0.50% spot,False,0.5990471999975853,1651948577,2187836212,Gamma,-7117.262394674012,-0.717431437002972,PV per squared 1% relative spot move
near-autocall,M3,3,asset_1,1,0.01,1.00% spot,False,0.6608089999645017,1651948577,2187836212,Delta,23.283061910488705,0.2337619415813066,PV per 1% relative spot move
near-autocall,M3,3,asset_1,1,0.01,1.00% spot,False,0.6608089999645017,1651948577,2187836212,Gamma,-4367.898097700746,-0.4402911168851915,PV per squared 1% relative spot move
near-autocall,M3,3,asset_2,2,0.001,0.10% spot,False,0.6431571000139229,1651948577,2187836212,Delta,33.77671268908414,0.33810489401773225,PV per 1% relative spot move
near-autocall,M3,3,asset_2,2,0.001,0.10% spot,False,0.6431571000139229,1651948577,2187836212,Gamma,-67206.2747163629,-6.734075447207032,PV per squared 1% relative spot move
near-autocall,M3,3,asset_2,2,0.0025,0.25% spot,False,0.6565649999538437,1651948577,2187836212,Delta,61.084026908249484,0.6114511093515772,PV per 1% relative spot move
near-autocall,M3,3,asset_2,2,0.0025,0.25% spot,False,0.6565649999538437,1651948577,2187836212,Gamma,-17316.840412196154,-1.7351491409860953,PV per squared 1% relative spot move
near-autocall,M3,3,asset_2,2,0.005,0.50% spot,False,0.6456049000262283,1651948577,2187836212,Delta,64.39962767069153,0.6446402729836221,PV per 1% relative spot move
near-autocall,M3,3,asset_2,2,0.005,0.50% spot,False,0.6456049000262283,1651948577,2187836212,Gamma,4410.175131036528,0.4418999891473731,PV per squared 1% relative spot move
near-autocall,M3,3,asset_2,2,0.01,1.00% spot,False,0.7108613000018522,1651948577,2187836212,Delta,65.18845556982626,0.6525364402539608,PV per 1% relative spot move
near-autocall,M3,3,asset_2,2,0.01,1.00% spot,False,0.7108613000018522,1651948577,2187836212,Gamma,-2257.2096575876913,-0.22617263341125238,PV per squared 1% relative spot move
near-autocall,M3,3,asset_3,3,0.001,0.10% spot,True,0.6850643999641761,1651948577,2187836212,Delta,56.86159316880378,0.5674786998246617,PV per 1% relative spot move
near-autocall,M3,3,asset_3,3,0.001,0.10% spot,True,0.6850643999641761,1651948577,2187836212,Gamma,-28884.952097808993,-2.8769527829226154,PV per squared 1% relative spot move
near-autocall,M3,3,asset_3,3,0.0025,0.25% spot,True,0.6500230000237934,1651948577,2187836212,Delta,84.14027580958766,0.8397199525796849,PV per 1% relative spot move
near-autocall,M3,3,asset_3,3,0.0025,0.25% spot,True,0.6500230000237934,1651948577,2187836212,Gamma,-20902.713615092372,-2.0819186371486462,PV per squared 1% relative spot move
near-autocall,M3,3,asset_3,3,0.005,0.50% spot,True,0.6508207999868318,1651948577,2187836212,Delta,97.65860223234984,0.9746328502788514,PV per 1% relative spot move
near-autocall,M3,3,asset_3,3,0.005,0.50% spot,True,0.6508207999868318,1651948577,2187836212,Gamma,-3088.320822891242,-0.3075979892882969,PV per squared 1% relative spot move
near-autocall,M3,3,asset_3,3,0.01,1.00% spot,True,0.6470372999901883,1651948577,2187836212,Delta,83.398564303335,0.8323176717472832,PV per 1% relative spot move
near-autocall,M3,3,asset_3,3,0.01,1.00% spot,True,0.6470372999901883,1651948577,2187836212,Gamma,-4761.166830352811,-0.4742141207698722,PV per squared 1% relative spot move
near-autocall,M3,3,parallel,0,0.001,0.10% parallel spot,False,0.6616177999530919,1651948577,2187836212,Parallel Gamma,-89671.17523920366,-8.967117523920367,PV per squared 1% parallel relative spot move
near-autocall,M3,3,parallel,0,0.0025,0.25% parallel spot,False,0.6605291999294423,1651948577,2187836212,Parallel Gamma,-37209.61170927694,-3.720961170927694,PV per squared 1% parallel relative spot move
near-autocall,M3,3,parallel,0,0.005,0.50% parallel spot,False,0.6290649999864399,1651948577,2187836212,Parallel Gamma,2608.4761964773406,0.26084761964773406,PV per squared 1% parallel relative spot move
near-autocall,M3,3,parallel,0,0.01,1.00% parallel spot,False,0.6112753999768756,1651948577,2187836212,Parallel Gamma,315.66681151915077,0.03156668115191508,PV per squared 1% parallel relative spot move
near-autocall,M3,3,asset_1,1,0.0025,0.25 vol points,False,0.6734298000228591,1651948577,2187836212,Vega,-4.619375383043689,-0.04619375383043689,PV per 1 volatility point
near-autocall,M3,3,asset_1,1,0.005,0.50 vol points,False,0.6308339000097476,1651948577,2187836212,Vega,-1.9731596099163085,-0.019731596099163085,PV per 1 volatility point
near-autocall,M3,3,asset_1,1,0.01,1.00 vol points,False,0.6281534000299871,1651948577,2187836212,Vega,-1.3044023737386112,-0.013044023737386112,PV per 1 volatility point
near-autocall,M3,3,asset_2,2,0.0025,0.25 vol points,False,0.6363333000335842,1651948577,2187836212,Vega,-24.050336417457174,-0.24050336417457174,PV per 1 volatility point
near-autocall,M3,3,asset_2,2,0.005,0.50 vol points,False,0.6129682999453507,1651948577,2187836212,Vega,-23.199516278165788,-0.23199516278165788,PV per 1 volatility point
near-autocall,M3,3,asset_2,2,0.01,1.00 vol points,False,0.6366351000033319,1651948577,2187836212,Vega,-24.352110141246186,-0.24352110141246186,PV per 1 volatility point
near-autocall,M3,3,asset_3,3,0.0025,0.25 vol points,True,0.6375193999847397,1651948577,2187836212,Vega,-14.472615326675964,-0.14472615326675964,PV per 1 volatility point
near-autocall,M3,3,asset_3,3,0.005,0.50 vol points,True,0.6291477999766357,1651948577,2187836212,Vega,-14.438982899464747,-0.14438982899464747,PV per 1 volatility point
near-autocall,M3,3,asset_3,3,0.01,1.00 vol points,True,0.6218633999815211,1651948577,2187836212,Vega,-14.510393434133562,-0.14510393434133562,PV per 1 volatility point
near-autocall,M3,3,parallel,0,0.0025,0.25 parallel vol points,False,0.5993583999807015,1651948577,2187836212,Parallel Vega,-43.170073228739625,-0.43170073228739625,PV per 1 parallel volatility point
near-autocall,M3,3,parallel,0,0.005,0.50 parallel vol points,False,0.6068137999391183,1651948577,2187836212,Parallel Vega,-39.648431206272505,-0.39648431206272505,PV per 1 parallel volatility point
near-autocall,M3,3,parallel,0,0.01,1.00 parallel vol points,False,0.618550100014545,1651948577,2187836212,Parallel Vega,-40.20636189457676,-0.4020636189457676,PV per 1 parallel volatility point
