estimator,replication,bump,direction,value,path_sd,call_probability,runtime_seconds,method,smooth,n_paths,seed,probability_clipping_rate,orthogonality_error,correlation_error,minimum_final_loading,asset
AC-raw-MC,4,0.005,minus,27.996578346064712,44.8966208226187,0.280029296875,0.0010015000007115304,mc,False,4096,609230738,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,4,0.005,plus,41.25040750204827,49.224999831112896,0.41259765625,0.0008640000014565885,mc,False,4096,609230738,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,4,0.01,minus,20.62520375102413,40.46051428868329,0.206298828125,0.0015928999637253582,mc,False,4096,609230738,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,4,0.01,plus,45.35103972710395,49.779147577155925,0.45361328125,0.001661999966017902,mc,False,4096,609230738,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,5,0.0,base,35.14827621476303,47.74081633906194,0.3515625,0.0010655000223778188,mc,False,4096,1110755746,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,
AC-raw-MC,5,0.001,minus,34.879782438122476,47.656504183986975,0.348876953125,0.0008742999634705484,mc,False,4096,1110755746,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,5,0.001,plus,35.29472736565787,47.786106092183985,0.35302734375,0.001360700000077486,mc,False,4096,1110755746,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,5,0.0025,minus,34.41602046028879,47.50694681556823,0.34423828125,0.0012809000327251852,mc,False,4096,1110755746,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,5,0.0025,plus,35.44117851655271,47.83090444296975,0.3544921875,0.0008246999932453036,mc,False,4096,1110755746,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,5,0.005,minus,32.78064927529635,46.93919870716938,0.327880859375,0.0009207000257447362,mc,False,4096,1110755746,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
