method,replication,greek,bump,estimate,analytic_fd,error_vs_analytic
Bernoulli bridge,7,Delta,0.01,0.9586624656682605,0.9525120157151026,0.006150449953157944
Bernoulli bridge,7,Gamma,0.01,0.09207563966734655,-0.009384048060720573,0.10145968772806713
Bernoulli bridge,7,Delta,0.02,0.9479579467282847,0.9533291555456804,-0.005371208817395723
Bernoulli bridge,7,Gamma,0.02,0.031335493693538496,-0.009421480644813407,0.0407569743383519
Bernoulli bridge,7,Vega per vol point,0.0025,0.015008234458964154,0.017063382381117265,-0.002055147922153111
Bernoulli bridge,7,Vega per vol point,0.005,0.04127164570687558,0.01708216570558463,0.024189480001290953
Bernoulli bridge,7,Vega per vol point,0.01,0.019994056600169063,0.01715752906885548,0.002836527531313582
Conditional weight,7,Delta,0.001,0.9670835489294882,0.9522425621447539,0.014840986784734334
Conditional weight,7,Gamma,0.001,0.026969036039492515,-0.009371690172343959,0.036340726211836476
Conditional weight,7,Delta,0.0025,0.9657177314470324,0.9522568488218823,0.013460882625150106
Conditional weight,7,Gamma,0.0025,0.03273162314977185,-0.009372345575741292,0.04210396872551314
Conditional weight,7,Delta,0.005,0.9632904535148095,0.9523078749804235,0.010982578534386
Conditional weight,7,Gamma,0.005,0.03344597485487455,-0.009374686255810616,0.042820661110685165
Conditional weight,7,Delta,0.01,0.9559129788254841,0.9525120157151026,0.0034009631103815163
Conditional weight,7,Gamma,0.01,0.026749025601815024,-0.009384048060720573,0.0361330736625356
Conditional weight,7,Delta,0.02,0.9483106000494876,0.9533291555456804,-0.005018555496192789
Conditional weight,7,Gamma,0.02,0.009799234238069499,-0.009421480644813407,0.019220714882882906
Conditional weight,7,Vega per vol point,0.0025,0.008547948079831613,0.017063382381117265,-0.008515434301285651
Conditional weight,7,Vega per vol point,0.005,0.008741857652115215,0.01708216570558463,-0.008340308053469414
Conditional weight,7,Vega per vol point,0.01,0.009203476130492216,0.01715752906885548,-0.007954052938363265
